material,content,radius,soil_eps,soil_sig,x,y,folder,target_type,soil_class,burial_depth,depth_class,radius_class,target_difficulty,group_id,stratum,is_hard,image_path,condition_path,split
pvc,water,0.08,5,0.05,2.49,0.46,pvc_water_r0.08_eps5_sig0.05_x2.49_y0.46,pvc_water,S_eps5_sig0.05,0.54,D2_medium,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps5_sig0.05_y0.46,pvc_water|S_eps5_sig0.05|R3_medium_large|D2_medium,True,dataset_split/images/stress_test/pvc_water_r0.08_eps5_sig0.05_x2.49_y0.46.png,dataset_split/conditions/stress_test/pvc_water_r0.08_eps5_sig0.05_x2.49_y0.46.in,stress_test
pvc,free_space,0.1,20,0.02,2.59,0.36,pvc_free_space_r0.1_eps20_sig0.02_x2.59_y0.36,pvc_free_space,S_eps20_sig0.02,0.64,D3_deep,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps20_sig0.02_y0.36,pvc_free_space|S_eps20_sig0.02|R4_large|D3_deep,True,dataset_split/images/train/pvc_free_space_r0.1_eps20_sig0.02_x2.59_y0.36.png,dataset_split/conditions/train/pvc_free_space_r0.1_eps20_sig0.02_x2.59_y0.36.in,train
pvc,water,0.1,10,0.005,2.06,0.37,pvc_water_r0.1_eps10_sig0.005_x2.06_y0.37,pvc_water,S_eps10_sig0.005,0.63,D3_deep,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps10_sig0.005_y0.37,pvc_water|S_eps10_sig0.005|R4_large|D3_deep,True,dataset_split/images/train/pvc_water_r0.1_eps10_sig0.005_x2.06_y0.37.png,dataset_split/conditions/train/pvc_water_r0.1_eps10_sig0.005_x2.06_y0.37.in,train
steel,free_space,0.1,4,0.001,1.0,0.26,steel_free_space_r0.1_eps4_sig0.001_x1.0_y0.26,steel_free_space,S_eps4_sig0.001,0.74,D3_deep,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps4_sig0.001_y0.26,steel_free_space|S_eps4_sig0.001|R4_large|D3_deep,True,dataset_split/images/train/steel_free_space_r0.1_eps4_sig0.001_x1.0_y0.26.png,dataset_split/conditions/train/steel_free_space_r0.1_eps4_sig0.001_x1.0_y0.26.in,train
pvc,free_space,0.05,4,0.001,2.57,0.76,pvc_free_space_r0.05_eps4_sig0.001_x2.57_y0.76,pvc_free_space,S_eps4_sig0.001,0.24,D1_shallow,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps4_sig0.001_y0.76,pvc_free_space|S_eps4_sig0.001|R2_medium_small|D1_shallow,True,dataset_split/images/test_id/pvc_free_space_r0.05_eps4_sig0.001_x2.57_y0.76.png,dataset_split/conditions/test_id/pvc_free_space_r0.05_eps4_sig0.001_x2.57_y0.76.in,test_id
pvc,water,0.08,4,0.001,2.83,0.42,pvc_water_r0.08_eps4_sig0.001_x2.83_y0.42,pvc_water,S_eps4_sig0.001,0.5800000000000001,D3_deep,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps4_sig0.001_y0.42,pvc_water|S_eps4_sig0.001|R3_medium_large|D3_deep,True,dataset_split/images/train/pvc_water_r0.08_eps4_sig0.001_x2.83_y0.42.png,dataset_split/conditions/train/pvc_water_r0.08_eps4_sig0.001_x2.83_y0.42.in,train
steel,free_space,0.05,4,0.001,1.04,0.72,steel_free_space_r0.05_eps4_sig0.001_x1.04_y0.72,steel_free_space,S_eps4_sig0.001,0.28,D1_shallow,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps4_sig0.001_y0.72,steel_free_space|S_eps4_sig0.001|R2_medium_small|D1_shallow,False,dataset_split/images/train/steel_free_space_r0.05_eps4_sig0.001_x1.04_y0.72.png,dataset_split/conditions/train/steel_free_space_r0.05_eps4_sig0.001_x1.04_y0.72.in,train
pvc,water,0.03,20,0.02,1.43,0.29,pvc_water_r0.03_eps20_sig0.02_x1.43_y0.29,pvc_water,S_eps20_sig0.02,0.71,D3_deep,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps20_sig0.02_y0.29,pvc_water|S_eps20_sig0.02|R1_small|D3_deep,True,dataset_split/images/train/pvc_water_r0.03_eps20_sig0.02_x1.43_y0.29.png,dataset_split/conditions/train/pvc_water_r0.03_eps20_sig0.02_x1.43_y0.29.in,train
pvc,water,0.1,4,0.001,1.99,0.77,pvc_water_r0.1_eps4_sig0.001_x1.99_y0.77,pvc_water,S_eps4_sig0.001,0.22999999999999998,D1_shallow,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps4_sig0.001_y0.77,pvc_water|S_eps4_sig0.001|R4_large|D1_shallow,False,dataset_split/images/train/pvc_water_r0.1_eps4_sig0.001_x1.99_y0.77.png,dataset_split/conditions/train/pvc_water_r0.1_eps4_sig0.001_x1.99_y0.77.in,train
pvc,water,0.08,5,0.05,2.69,0.49,pvc_water_r0.08_eps5_sig0.05_x2.69_y0.49,pvc_water,S_eps5_sig0.05,0.51,D2_medium,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps5_sig0.05_y0.49,pvc_water|S_eps5_sig0.05|R3_medium_large|D2_medium,True,dataset_split/images/stress_test/pvc_water_r0.08_eps5_sig0.05_x2.69_y0.49.png,dataset_split/conditions/stress_test/pvc_water_r0.08_eps5_sig0.05_x2.69_y0.49.in,stress_test
pvc,water,0.03,10,0.005,1.03,0.31,pvc_water_r0.03_eps10_sig0.005_x1.03_y0.31,pvc_water,S_eps10_sig0.005,0.69,D3_deep,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps10_sig0.005_y0.31,pvc_water|S_eps10_sig0.005|R1_small|D3_deep,True,dataset_split/images/train/pvc_water_r0.03_eps10_sig0.005_x1.03_y0.31.png,dataset_split/conditions/train/pvc_water_r0.03_eps10_sig0.005_x1.03_y0.31.in,train
pvc,free_space,0.08,10,0.005,1.53,0.7,pvc_free_space_r0.08_eps10_sig0.005_x1.53_y0.7,pvc_free_space,S_eps10_sig0.005,0.30000000000000004,D2_medium,R3_medium_large,hard_weak_pvc,pvc_free_space_r0.08_eps10_sig0.005_y0.7,pvc_free_space|S_eps10_sig0.005|R3_medium_large|D2_medium,True,dataset_split/images/train/pvc_free_space_r0.08_eps10_sig0.005_x1.53_y0.7.png,dataset_split/conditions/train/pvc_free_space_r0.08_eps10_sig0.005_x1.53_y0.7.in,train
steel,free_space,0.03,4,0.001,2.87,0.78,steel_free_space_r0.03_eps4_sig0.001_x2.87_y0.78,steel_free_space,S_eps4_sig0.001,0.21999999999999997,D1_shallow,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.78,steel_free_space|S_eps4_sig0.001|R1_small|D1_shallow,True,dataset_split/images/train/steel_free_space_r0.03_eps4_sig0.001_x2.87_y0.78.png,dataset_split/conditions/train/steel_free_space_r0.03_eps4_sig0.001_x2.87_y0.78.in,train
pvc,free_space,0.08,4,0.001,2.06,0.43,pvc_free_space_r0.08_eps4_sig0.001_x2.06_y0.43,pvc_free_space,S_eps4_sig0.001,0.5700000000000001,D3_deep,R3_medium_large,hard_weak_pvc,pvc_free_space_r0.08_eps4_sig0.001_y0.43,pvc_free_space|S_eps4_sig0.001|R3_medium_large|D3_deep,True,dataset_split/images/train/pvc_free_space_r0.08_eps4_sig0.001_x2.06_y0.43.png,dataset_split/conditions/train/pvc_free_space_r0.08_eps4_sig0.001_x2.06_y0.43.in,train
steel,free_space,0.05,20,0.02,1.49,0.3,steel_free_space_r0.05_eps20_sig0.02_x1.49_y0.3,steel_free_space,S_eps20_sig0.02,0.7,D3_deep,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps20_sig0.02_y0.3,steel_free_space|S_eps20_sig0.02|R2_medium_small|D3_deep,True,dataset_split/images/train/steel_free_space_r0.05_eps20_sig0.02_x1.49_y0.3.png,dataset_split/conditions/train/steel_free_space_r0.05_eps20_sig0.02_x1.49_y0.3.in,train
pvc,water,0.08,10,0.005,2.62,0.3,pvc_water_r0.08_eps10_sig0.005_x2.62_y0.3,pvc_water,S_eps10_sig0.005,0.7,D3_deep,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps10_sig0.005_y0.3,pvc_water|S_eps10_sig0.005|R3_medium_large|D3_deep,True,dataset_split/images/train/pvc_water_r0.08_eps10_sig0.005_x2.62_y0.3.png,dataset_split/conditions/train/pvc_water_r0.08_eps10_sig0.005_x2.62_y0.3.in,train
pvc,free_space,0.1,4,0.001,2.8,0.64,pvc_free_space_r0.1_eps4_sig0.001_x2.8_y0.64,pvc_free_space,S_eps4_sig0.001,0.36,D2_medium,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps4_sig0.001_y0.64,pvc_free_space|S_eps4_sig0.001|R4_large|D2_medium,True,dataset_split/images/val/pvc_free_space_r0.1_eps4_sig0.001_x2.8_y0.64.png,dataset_split/conditions/val/pvc_free_space_r0.1_eps4_sig0.001_x2.8_y0.64.in,val
pvc,water,0.03,5,0.05,2.14,0.56,pvc_water_r0.03_eps5_sig0.05_x2.14_y0.56,pvc_water,S_eps5_sig0.05,0.43999999999999995,D2_medium,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps5_sig0.05_y0.56,pvc_water|S_eps5_sig0.05|R1_small|D2_medium,True,dataset_split/images/stress_test/pvc_water_r0.03_eps5_sig0.05_x2.14_y0.56.png,dataset_split/conditions/stress_test/pvc_water_r0.03_eps5_sig0.05_x2.14_y0.56.in,stress_test
steel,free_space,0.05,4,0.001,1.97,0.69,steel_free_space_r0.05_eps4_sig0.001_x1.97_y0.69,steel_free_space,S_eps4_sig0.001,0.31000000000000005,D2_medium,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps4_sig0.001_y0.69,steel_free_space|S_eps4_sig0.001|R2_medium_small|D2_medium,False,dataset_split/images/train/steel_free_space_r0.05_eps4_sig0.001_x1.97_y0.69.png,dataset_split/conditions/train/steel_free_space_r0.05_eps4_sig0.001_x1.97_y0.69.in,train
pvc,water,0.03,20,0.02,2.45,0.56,pvc_water_r0.03_eps20_sig0.02_x2.45_y0.56,pvc_water,S_eps20_sig0.02,0.43999999999999995,D2_medium,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps20_sig0.02_y0.56,pvc_water|S_eps20_sig0.02|R1_small|D2_medium,True,dataset_split/images/train/pvc_water_r0.03_eps20_sig0.02_x2.45_y0.56.png,dataset_split/conditions/train/pvc_water_r0.03_eps20_sig0.02_x2.45_y0.56.in,train
pvc,free_space,0.1,10,0.005,2.88,0.79,pvc_free_space_r0.1_eps10_sig0.005_x2.88_y0.79,pvc_free_space,S_eps10_sig0.005,0.20999999999999996,D1_shallow,R4_large,hard_weak_pvc,pvc_free_space_r0.1_eps10_sig0.005_y0.79,pvc_free_space|S_eps10_sig0.005|R4_large|D1_shallow,True,dataset_split/images/train/pvc_free_space_r0.1_eps10_sig0.005_x2.88_y0.79.png,dataset_split/conditions/train/pvc_free_space_r0.1_eps10_sig0.005_x2.88_y0.79.in,train
pvc,water,0.1,5,0.05,2.87,0.41,pvc_water_r0.1_eps5_sig0.05_x2.87_y0.41,pvc_water,S_eps5_sig0.05,0.5900000000000001,D3_deep,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps5_sig0.05_y0.41,pvc_water|S_eps5_sig0.05|R4_large|D3_deep,True,dataset_split/images/stress_test/pvc_water_r0.1_eps5_sig0.05_x2.87_y0.41.png,dataset_split/conditions/stress_test/pvc_water_r0.1_eps5_sig0.05_x2.87_y0.41.in,stress_test
pvc,free_space,0.05,10,0.005,2.8,0.67,pvc_free_space_r0.05_eps10_sig0.005_x2.8_y0.67,pvc_free_space,S_eps10_sig0.005,0.32999999999999996,D2_medium,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps10_sig0.005_y0.67,pvc_free_space|S_eps10_sig0.005|R2_medium_small|D2_medium,True,dataset_split/images/train/pvc_free_space_r0.05_eps10_sig0.005_x2.8_y0.67.png,dataset_split/conditions/train/pvc_free_space_r0.05_eps10_sig0.005_x2.8_y0.67.in,train
pvc,water,0.1,20,0.02,1.48,0.58,pvc_water_r0.1_eps20_sig0.02_x1.48_y0.58,pvc_water,S_eps20_sig0.02,0.42000000000000004,D2_medium,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps20_sig0.02_y0.58,pvc_water|S_eps20_sig0.02|R4_large|D2_medium,True,dataset_split/images/train/pvc_water_r0.1_eps20_sig0.02_x1.48_y0.58.png,dataset_split/conditions/train/pvc_water_r0.1_eps20_sig0.02_x1.48_y0.58.in,train
steel,free_space,0.05,10,0.005,1.47,0.58,steel_free_space_r0.05_eps10_sig0.005_x1.47_y0.58,steel_free_space,S_eps10_sig0.005,0.42000000000000004,D2_medium,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps10_sig0.005_y0.58,steel_free_space|S_eps10_sig0.005|R2_medium_small|D2_medium,False,dataset_split/images/train/steel_free_space_r0.05_eps10_sig0.005_x1.47_y0.58.png,dataset_split/conditions/train/steel_free_space_r0.05_eps10_sig0.005_x1.47_y0.58.in,train
steel,free_space,0.03,4,0.001,2.75,0.66,steel_free_space_r0.03_eps4_sig0.001_x2.75_y0.66,steel_free_space,S_eps4_sig0.001,0.33999999999999997,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.66,steel_free_space|S_eps4_sig0.001|R1_small|D2_medium,True,dataset_split/images/test_id/steel_free_space_r0.03_eps4_sig0.001_x2.75_y0.66.png,dataset_split/conditions/test_id/steel_free_space_r0.03_eps4_sig0.001_x2.75_y0.66.in,test_id
pvc,free_space,0.05,20,0.02,1.17,0.74,pvc_free_space_r0.05_eps20_sig0.02_x1.17_y0.74,pvc_free_space,S_eps20_sig0.02,0.26,D1_shallow,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps20_sig0.02_y0.74,pvc_free_space|S_eps20_sig0.02|R2_medium_small|D1_shallow,True,dataset_split/images/train/pvc_free_space_r0.05_eps20_sig0.02_x1.17_y0.74.png,dataset_split/conditions/train/pvc_free_space_r0.05_eps20_sig0.02_x1.17_y0.74.in,train
pvc,water,0.1,4,0.001,1.43,0.6,pvc_water_r0.1_eps4_sig0.001_x1.43_y0.6,pvc_water,S_eps4_sig0.001,0.4,D2_medium,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps4_sig0.001_y0.6,pvc_water|S_eps4_sig0.001|R4_large|D2_medium,False,dataset_split/images/val/pvc_water_r0.1_eps4_sig0.001_x1.43_y0.6.png,dataset_split/conditions/val/pvc_water_r0.1_eps4_sig0.001_x1.43_y0.6.in,val
steel,free_space,0.1,4,0.001,1.15,0.65,steel_free_space_r0.1_eps4_sig0.001_x1.15_y0.65,steel_free_space,S_eps4_sig0.001,0.35,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps4_sig0.001_y0.65,steel_free_space|S_eps4_sig0.001|R4_large|D2_medium,False,dataset_split/images/train/steel_free_space_r0.1_eps4_sig0.001_x1.15_y0.65.png,dataset_split/conditions/train/steel_free_space_r0.1_eps4_sig0.001_x1.15_y0.65.in,train
pvc,water,0.1,5,0.05,2.58,0.35,pvc_water_r0.1_eps5_sig0.05_x2.58_y0.35,pvc_water,S_eps5_sig0.05,0.65,D3_deep,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps5_sig0.05_y0.35,pvc_water|S_eps5_sig0.05|R4_large|D3_deep,True,dataset_split/images/stress_test/pvc_water_r0.1_eps5_sig0.05_x2.58_y0.35.png,dataset_split/conditions/stress_test/pvc_water_r0.1_eps5_sig0.05_x2.58_y0.35.in,stress_test
steel,free_space,0.05,5,0.05,1.91,0.28,steel_free_space_r0.05_eps5_sig0.05_x1.91_y0.28,steel_free_space,S_eps5_sig0.05,0.72,D3_deep,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps5_sig0.05_y0.28,steel_free_space|S_eps5_sig0.05|R2_medium_small|D3_deep,True,dataset_split/images/stress_test/steel_free_space_r0.05_eps5_sig0.05_x1.91_y0.28.png,dataset_split/conditions/stress_test/steel_free_space_r0.05_eps5_sig0.05_x1.91_y0.28.in,stress_test
steel,free_space,0.05,10,0.005,1.67,0.79,steel_free_space_r0.05_eps10_sig0.005_x1.67_y0.79,steel_free_space,S_eps10_sig0.005,0.20999999999999996,D1_shallow,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps10_sig0.005_y0.79,steel_free_space|S_eps10_sig0.005|R2_medium_small|D1_shallow,False,dataset_split/images/train/steel_free_space_r0.05_eps10_sig0.005_x1.67_y0.79.png,dataset_split/conditions/train/steel_free_space_r0.05_eps10_sig0.005_x1.67_y0.79.in,train
steel,free_space,0.05,4,0.001,2.15,0.8,steel_free_space_r0.05_eps4_sig0.001_x2.15_y0.8,steel_free_space,S_eps4_sig0.001,0.19999999999999996,D1_shallow,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps4_sig0.001_y0.8,steel_free_space|S_eps4_sig0.001|R2_medium_small|D1_shallow,False,dataset_split/images/train/steel_free_space_r0.05_eps4_sig0.001_x2.15_y0.8.png,dataset_split/conditions/train/steel_free_space_r0.05_eps4_sig0.001_x2.15_y0.8.in,train
steel,free_space,0.05,4,0.001,1.63,0.34,steel_free_space_r0.05_eps4_sig0.001_x1.63_y0.34,steel_free_space,S_eps4_sig0.001,0.6599999999999999,D3_deep,R2_medium_small,easy_strong_reflection,steel_free_space_r0.05_eps4_sig0.001_y0.34,steel_free_space|S_eps4_sig0.001|R2_medium_small|D3_deep,True,dataset_split/images/train/steel_free_space_r0.05_eps4_sig0.001_x1.63_y0.34.png,dataset_split/conditions/train/steel_free_space_r0.05_eps4_sig0.001_x1.63_y0.34.in,train
pvc,free_space,0.05,20,0.02,2.03,0.74,pvc_free_space_r0.05_eps20_sig0.02_x2.03_y0.74,pvc_free_space,S_eps20_sig0.02,0.26,D1_shallow,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps20_sig0.02_y0.74,pvc_free_space|S_eps20_sig0.02|R2_medium_small|D1_shallow,True,dataset_split/images/train/pvc_free_space_r0.05_eps20_sig0.02_x2.03_y0.74.png,dataset_split/conditions/train/pvc_free_space_r0.05_eps20_sig0.02_x2.03_y0.74.in,train
steel,free_space,0.03,20,0.02,2.92,0.73,steel_free_space_r0.03_eps20_sig0.02_x2.92_y0.73,steel_free_space,S_eps20_sig0.02,0.27,D1_shallow,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps20_sig0.02_y0.73,steel_free_space|S_eps20_sig0.02|R1_small|D1_shallow,True,dataset_split/images/train/steel_free_space_r0.03_eps20_sig0.02_x2.92_y0.73.png,dataset_split/conditions/train/steel_free_space_r0.03_eps20_sig0.02_x2.92_y0.73.in,train
pvc,water,0.08,10,0.005,2.12,0.78,pvc_water_r0.08_eps10_sig0.005_x2.12_y0.78,pvc_water,S_eps10_sig0.005,0.21999999999999997,D1_shallow,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps10_sig0.005_y0.78,pvc_water|S_eps10_sig0.005|R3_medium_large|D1_shallow,False,dataset_split/images/test_id/pvc_water_r0.08_eps10_sig0.005_x2.12_y0.78.png,dataset_split/conditions/test_id/pvc_water_r0.08_eps10_sig0.005_x2.12_y0.78.in,test_id
steel,free_space,0.03,10,0.005,2.81,0.37,steel_free_space_r0.03_eps10_sig0.005_x2.81_y0.37,steel_free_space,S_eps10_sig0.005,0.63,D3_deep,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps10_sig0.005_y0.37,steel_free_space|S_eps10_sig0.005|R1_small|D3_deep,True,dataset_split/images/train/steel_free_space_r0.03_eps10_sig0.005_x2.81_y0.37.png,dataset_split/conditions/train/steel_free_space_r0.03_eps10_sig0.005_x2.81_y0.37.in,train
steel,free_space,0.03,5,0.05,1.37,0.75,steel_free_space_r0.03_eps5_sig0.05_x1.37_y0.75,steel_free_space,S_eps5_sig0.05,0.25,D1_shallow,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps5_sig0.05_y0.75,steel_free_space|S_eps5_sig0.05|R1_small|D1_shallow,True,dataset_split/images/stress_test/steel_free_space_r0.03_eps5_sig0.05_x1.37_y0.75.png,dataset_split/conditions/stress_test/steel_free_space_r0.03_eps5_sig0.05_x1.37_y0.75.in,stress_test
pvc,free_space,0.05,4,0.001,2.15,0.79,pvc_free_space_r0.05_eps4_sig0.001_x2.15_y0.79,pvc_free_space,S_eps4_sig0.001,0.20999999999999996,D1_shallow,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps4_sig0.001_y0.79,pvc_free_space|S_eps4_sig0.001|R2_medium_small|D1_shallow,True,dataset_split/images/train/pvc_free_space_r0.05_eps4_sig0.001_x2.15_y0.79.png,dataset_split/conditions/train/pvc_free_space_r0.05_eps4_sig0.001_x2.15_y0.79.in,train
steel,free_space,0.1,5,0.05,1.16,0.4,steel_free_space_r0.1_eps5_sig0.05_x1.16_y0.4,steel_free_space,S_eps5_sig0.05,0.6,D3_deep,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps5_sig0.05_y0.4,steel_free_space|S_eps5_sig0.05|R4_large|D3_deep,True,dataset_split/images/stress_test/steel_free_space_r0.1_eps5_sig0.05_x1.16_y0.4.png,dataset_split/conditions/stress_test/steel_free_space_r0.1_eps5_sig0.05_x1.16_y0.4.in,stress_test
pvc,water,0.08,10,0.005,2.87,0.61,pvc_water_r0.08_eps10_sig0.005_x2.87_y0.61,pvc_water,S_eps10_sig0.005,0.39,D2_medium,R3_medium_large,medium_water_filled_pvc,pvc_water_r0.08_eps10_sig0.005_y0.61,pvc_water|S_eps10_sig0.005|R3_medium_large|D2_medium,False,dataset_split/images/train/pvc_water_r0.08_eps10_sig0.005_x2.87_y0.61.png,dataset_split/conditions/train/pvc_water_r0.08_eps10_sig0.005_x2.87_y0.61.in,train
pvc,water,0.03,5,0.05,2.07,0.45,pvc_water_r0.03_eps5_sig0.05_x2.07_y0.45,pvc_water,S_eps5_sig0.05,0.55,D2_medium,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps5_sig0.05_y0.45,pvc_water|S_eps5_sig0.05|R1_small|D2_medium,True,dataset_split/images/stress_test/pvc_water_r0.03_eps5_sig0.05_x2.07_y0.45.png,dataset_split/conditions/stress_test/pvc_water_r0.03_eps5_sig0.05_x2.07_y0.45.in,stress_test
steel,free_space,0.03,10,0.005,2.37,0.65,steel_free_space_r0.03_eps10_sig0.005_x2.37_y0.65,steel_free_space,S_eps10_sig0.005,0.35,D2_medium,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps10_sig0.005_y0.65,steel_free_space|S_eps10_sig0.005|R1_small|D2_medium,True,dataset_split/images/test_id/steel_free_space_r0.03_eps10_sig0.005_x2.37_y0.65.png,dataset_split/conditions/test_id/steel_free_space_r0.03_eps10_sig0.005_x2.37_y0.65.in,test_id
steel,free_space,0.08,20,0.02,1.84,0.34,steel_free_space_r0.08_eps20_sig0.02_x1.84_y0.34,steel_free_space,S_eps20_sig0.02,0.6599999999999999,D3_deep,R3_medium_large,easy_strong_reflection,steel_free_space_r0.08_eps20_sig0.02_y0.34,steel_free_space|S_eps20_sig0.02|R3_medium_large|D3_deep,True,dataset_split/images/val/steel_free_space_r0.08_eps20_sig0.02_x1.84_y0.34.png,dataset_split/conditions/val/steel_free_space_r0.08_eps20_sig0.02_x1.84_y0.34.in,val
pvc,free_space,0.05,4,0.001,1.83,0.66,pvc_free_space_r0.05_eps4_sig0.001_x1.83_y0.66,pvc_free_space,S_eps4_sig0.001,0.33999999999999997,D2_medium,R2_medium_small,hard_weak_pvc,pvc_free_space_r0.05_eps4_sig0.001_y0.66,pvc_free_space|S_eps4_sig0.001|R2_medium_small|D2_medium,True,dataset_split/images/val/pvc_free_space_r0.05_eps4_sig0.001_x1.83_y0.66.png,dataset_split/conditions/val/pvc_free_space_r0.05_eps4_sig0.001_x1.83_y0.66.in,val
pvc,free_space,0.03,4,0.001,1.86,0.4,pvc_free_space_r0.03_eps4_sig0.001_x1.86_y0.4,pvc_free_space,S_eps4_sig0.001,0.6,D3_deep,R1_small,hard_weak_pvc,pvc_free_space_r0.03_eps4_sig0.001_y0.4,pvc_free_space|S_eps4_sig0.001|R1_small|D3_deep,True,dataset_split/images/test_id/pvc_free_space_r0.03_eps4_sig0.001_x1.86_y0.4.png,dataset_split/conditions/test_id/pvc_free_space_r0.03_eps4_sig0.001_x1.86_y0.4.in,test_id
pvc,water,0.03,20,0.02,1.26,0.73,pvc_water_r0.03_eps20_sig0.02_x1.26_y0.73,pvc_water,S_eps20_sig0.02,0.27,D1_shallow,R1_small,medium_water_filled_pvc,pvc_water_r0.03_eps20_sig0.02_y0.73,pvc_water|S_eps20_sig0.02|R1_small|D1_shallow,True,dataset_split/images/train/pvc_water_r0.03_eps20_sig0.02_x1.26_y0.73.png,dataset_split/conditions/train/pvc_water_r0.03_eps20_sig0.02_x1.26_y0.73.in,train
pvc,water,0.1,10,0.005,1.41,0.55,pvc_water_r0.1_eps10_sig0.005_x1.41_y0.55,pvc_water,S_eps10_sig0.005,0.44999999999999996,D2_medium,R4_large,medium_water_filled_pvc,pvc_water_r0.1_eps10_sig0.005_y0.55,pvc_water|S_eps10_sig0.005|R4_large|D2_medium,False,dataset_split/images/train/pvc_water_r0.1_eps10_sig0.005_x1.41_y0.55.png,dataset_split/conditions/train/pvc_water_r0.1_eps10_sig0.005_x1.41_y0.55.in,train
pvc,water,0.05,5,0.05,1.84,0.28,pvc_water_r0.05_eps5_sig0.05_x1.84_y0.28,pvc_water,S_eps5_sig0.05,0.72,D3_deep,R2_medium_small,medium_water_filled_pvc,pvc_water_r0.05_eps5_sig0.05_y0.28,pvc_water|S_eps5_sig0.05|R2_medium_small|D3_deep,True,dataset_split/images/stress_test/pvc_water_r0.05_eps5_sig0.05_x1.84_y0.28.png,dataset_split/conditions/stress_test/pvc_water_r0.05_eps5_sig0.05_x1.84_y0.28.in,stress_test
steel,free_space,0.03,4,0.001,1.47,0.73,steel_free_space_r0.03_eps4_sig0.001_x1.47_y0.73,steel_free_space,S_eps4_sig0.001,0.27,D1_shallow,R1_small,easy_strong_reflection,steel_free_space_r0.03_eps4_sig0.001_y0.73,steel_free_space|S_eps4_sig0.001|R1_small|D1_shallow,True,dataset_split/images/train/steel_free_space_r0.03_eps4_sig0.001_x1.47_y0.73.png,dataset_split/conditions/train/steel_free_space_r0.03_eps4_sig0.001_x1.47_y0.73.in,train
pvc,free_space,0.08,10,0.005,2.48,0.43,pvc_free_space_r0.08_eps10_sig0.005_x2.48_y0.43,pvc_free_space,S_eps10_sig0.005,0.5700000000000001,D3_deep,R3_medium_large,hard_weak_pvc,pvc_free_space_r0.08_eps10_sig0.005_y0.43,pvc_free_space|S_eps10_sig0.005|R3_medium_large|D3_deep,True,dataset_split/images/test_id/pvc_free_space_r0.08_eps10_sig0.005_x2.48_y0.43.png,dataset_split/conditions/test_id/pvc_free_space_r0.08_eps10_sig0.005_x2.48_y0.43.in,test_id
steel,free_space,0.1,4,0.001,1.89,0.62,steel_free_space_r0.1_eps4_sig0.001_x1.89_y0.62,steel_free_space,S_eps4_sig0.001,0.38,D2_medium,R4_large,easy_strong_reflection,steel_free_space_r0.1_eps4_sig0.001_y0.62,steel_free_space|S_eps4_sig0.001|R4_large|D2_medium,False,dataset_split/images/train/steel_free_space_r0.1_eps4_sig0.001_x1.89_y0.62.png,dataset_split/conditions/train/steel_free_space_r0.1_eps4_sig0.001_x1.89_y0.62.in,train
